(Do Not Modify) Licence,(Do Not Modify) Modified On,(Do Not Modify) Row Checksum,Contact Email,Contact Phone Number,Establishment Address City,Establishment Address Postal Code,Establishment Address Street,Investigated / Applied Online,LG / IN,Licence Type,Licensee,Name,Notes,Website URL
85617fb3-2a75-eb11-b81b-005056832174,"February 3, 2025 5:46 PM (PST)",LptxjSKJ2ECLbMS1FOP+Xu/IWQ3UKhc91EWR/3gN+eRjTRVNQ5nUGvCGPSS4FM5mI7PJTcm7le/81oGdmGV5XA==,,,RICHMOND,V6X3C7,12th floor - 8499 Bridgeport Road,No,Richmond,Liquor Primary,CLUB VERSANTE MANAGEMENT LTD.,Alaia,,
92cbf19f-4573-eb11-b81b-005056832755,"May 12, 2025 1:17 AM (PDT)",WskK5rYYPKxMV+9evB25/+J7SHnI8ZIbBbh0nU/kXuWq1dNtEYeqy6t8A4wzuiMyKNI5T3HYImAuM5SlWyGAgA==,,,REVELSTOKE,V0E2S0,200 3rd Street W,No,Revelstoke (City of),Liquor Primary,GRIZZ HOTEL LTD.,Grizz Hotel (017957),,
80c8f19f-4573-eb11-b81b-005056832755,"April 8, 2025 2:58 PM (PDT)",V8ZSCbHUxmYOm0RcifY5olellNJrdpcY3c4hNhO7QmO+Qtl4PKXWHzm/hrsMxSJ0j/JuOsP9AxfgC8DFuHFd7g==,,,RICHMOND,V7B1Y7,"W3156.0 - 3211 Grant McConachie Way Gate E85, Level 3, International Departures",No,Richmond,Liquor Primary,Airport Management Services LLC,Joe and the Juice (308159),,
a2cff19f-4573-eb11-b81b-005056832755,"May 12, 2025 6:20 PM (PDT)",GZdIZZATphWC+SRgV2J1THlFWu6Y8E0vnSXUHM0KX8MPCFPTLcXVqd4DeCbBzfDqboiXj4ZqQcaKhbwkAddt1g==,,,RICHMOND,V6X3L4,180-8400 Alexandra Rd,No,Richmond,Liquor Primary,Truestea Cafe Ltd.,The TRUE'STEA (308069),,
68cff19f-4573-eb11-b81b-005056832755,"October 25, 2024 5:00 PM (PDT)",6qjsrYhgftj/lY6siEy2PFJZQwCF0mdmUZGzCjfl9j7lTQ3U1BauRI33pvxlWZH2nHvaDZhU4yK/hF26yjC7JA==,,,RICHMOND,V6W1K3,180 - 14200 Entertainment Boulevard,No,Richmond,Liquor Primary,XTREME BOWLING ENTERTAINMENT CORPORATION,Seven 10 Social,,
94cff19f-4573-eb11-b81b-005056832755,"May 12, 2025 6:32 PM (PDT)",qEv5NBGwAlDkDuj53yDGIEp9e9LBlEQ7IgGJmXL/dGrbej/BKwC9wWPuXb2YC0kvJYfxAaxJz4B5TOFTbrzIPQ==,,,RICHMOND,V6X3K1,140 - 8171 Ackroyd Road,No,Richmond,Liquor Primary,1063035 B.C. LTD.,V+ Club (307549),,
8ecff19f-4573-eb11-b81b-005056832755,"June 3, 2025 3:16 PM (PDT)",CZf5lxwy+Bt29av2AB4MinHM5Ltt/Rmo+L4aSmEsda7mXicMpwPg+TkUCskkDsD8UHfqLmusj1NoDvYTAbnZBw==,,,RICHMOND,V7B0A4,"B3720.09, DTB, YVR 3211 Grant McConachie Way",No,Richmond,Liquor Primary,LS Travel Retail North America Inc,Vino Volo (307263),,
554cdabb-9673-eb11-b81b-005056832174,"March 15, 2025 1:28 AM (PDT)",DedTPQ9iIkTvSpHZmReslxh1gXdpje9svKoN7RFNyicPjzlXG/G66Jv6n2PhVmZNvUH5WYIgg46jH/FeqACfaw==,,,RICHMOND,V7B0A4,"Unit W3159 - 3211 Grant Mcconachie Way  Gate D53, Level 3, International Terminal",No,Richmond,Liquor Primary,Global Lounge Op YVR ULC,Skyteam Lounge (307651),,
274bdabb-9673-eb11-b81b-005056832174,"May 13, 2025 3:47 PM (PDT)",DZJHNrUjGAvvgCm0ouf2MqZK0k9JoZR4LsabFzF1nWGpdpVZ7lBftFycLAvgrfRDgMQMKmaTujDyFhPCzW3VoQ==,,,RICHMOND,V6X1A3,7311 Westminster Highway,No,Richmond,Liquor Primary,SAYAN INVESTMENTS LTD.,Richmond (300760),,
8ad2f19f-4573-eb11-b81b-005056832755,"June 3, 2025 3:24 PM (PDT)",yWojs9vvQj25wj6+NWBG48fO+M5fxihEGc5IaJ62Xlnvm42RVW98jjrm3npbBGpxQxmRGeBk1VeLEboPi1nagw==,,,RICHMOND,V7B1Y7,"Unit C3085 - 3211 Grant McConachie Way Gates C50 - C52, Level 3 - International Terminal",No,Richmond,Liquor Primary,LS Travel Retail North America Inc,Sweet Maple Lounge (306986),,
4ccef19f-4573-eb11-b81b-005056832755,"May 5, 2025 9:32 PM (PDT)",YeQjqOvricDt1NWbPjE9S9YQF74quLGFsT7bswAJ90fFHcQd/GMFs9oqgEC4bf3uPgjMWu0pHku4JHHLf2gaSw==,,,RICHMOND,V7B1W2,"Unit B3300.5, C Arm Entrance, Level 3, Domestic 3211 Grant McConachie Way",No,Richmond,Liquor Primary,Plaza Premium Lounge B.C. Ltd.,Plaza Premium Lounge (307145),,
64d6f19f-4573-eb11-b81b-005056832755,"January 15, 2025 12:24 AM (PST)",iOHaIYodxPAANsqV3jZWn1PppoICBSt5rn9ThHv1+usiARlg88lfNWLedhmV3KQZ1zDb/l6oQwENxq7TfLmHaA==,,,RICHMOND,V7B0A6,3111 Grant McConachie Way,No,Richmond,Liquor Primary,Innvest Hotels LP,Fairmont Vancouver Airport Hotel (200266),,
68cbf19f-4573-eb11-b81b-005056832755,"May 8, 2025 8:55 PM (PDT)",J4vs7wYcaZKuj5sEUGgl9SVS6qL7zwYMvvhHeUB9pZp8LSOj02pHlnIqjBN8BqZ1XBr/HE7rBnjqBekNWwhqDA==,,,RICHMOND,V7B0A4,"Unit W4097 - 3211 Grant McConachie Way Gate D66, Level 4, International Terminal",No,Richmond,Liquor Primary,CATHAY PACIFIC AIRWAYS LIMITED,CATHAY PACIFIC LOUNGE (175110),,
867dd2c1-9673-eb11-b81b-005056832174,"October 2, 2024 6:00 PM (PDT)",g8vJo5EkeeXyYqZ+H8EKkuz7DoAcTDwXHx8Ik3UJXkL9SKf+IEO0QJABlE5xYtSgGyQCZWLfilcjprJe/uZ/5A==,,,RICHMOND,V7E6K7,#112 - 3800 BAYVIEW ST,No,Richmond,Liquor Primary,SHADY ISLAND SEAFOOD BAR & GRILL LTD.,Shady Island Seafood Bar & Grill,,
547dd2c1-9673-eb11-b81b-005056832174,"March 14, 2025 6:33 PM (PDT)",xk/5nVGsJFuoMZ9BLQKJKyymLM6dTSHGYDVUK8bamcBNCrqIwiko3hFuTyk4R+d6h6kvpVPzBZgYILmaQaWeIg==,,,RICHMOND,V7B1K3,"C3437.0, Gate D, Level 3, International Terminal 3211 GRANT MCCONACHIE WAY",No,Richmond,Liquor Primary,AIR CANADA,(ITB) (174871),,
16d5f19f-4573-eb11-b81b-005056832755,"January 14, 2025 7:57 PM (PST)",wENFj/fJg45E6MAfAhTufnBjxeTSYJMxu58i3ZbLM+gNotG4N5uXkDxL4rtFsJtHZPpb3/l4mFSqw4LW7Pwyyg==,,,RICHMOND,V7B1K3,"B4700.06, Level 3, Domestic Terminal 3211 Grant McConachie Way",No,Richmond,Liquor Primary,Plaza Premium Lounge B.C. Ltd.,Plaza Premium Lounge (174865),,
bb4cdabb-9673-eb11-b81b-005056832174,"March 15, 2025 1:46 AM (PDT)",hZRJp3BC/R2KbuCTAw/KfTiHUgxBZptM2no+iRfImFPWVLeEumgst1cNdWVqVUPEK7jbbYbDmyj9QQ84D1cHWw==,,,RICHMOND,V7B1Y1,"C3698.01, Gate E84, Level 3, Transborder USA 3211 GRANT MCCONACHIE WAY",No,Richmond,Liquor Primary,AIR CANADA,TRANSBORDER MAPLE LEAF LOUNGE (171451),,
bd4cdabb-9673-eb11-b81b-005056832174,"May 5, 2025 9:32 PM (PDT)",omSsNYhoUh3vUXySRtZ440M7W8bJaFwXKzlFgSKe+ykdkjKGTJNX38WBIdu7IrPaoP+27XXrAfqzKcF51qIr6w==,,,RICHMOND,V7B1V4,"Unit W4297, Level 4, International Terminal, 3211 Grant McConachie Way",No,Richmond,Liquor Primary,Plaza Premium Lounge B.C. Ltd.,Plaza Premium International Lounge (171445),,
a87dd2c1-9673-eb11-b81b-005056832174,"April 1, 2025 8:03 PM (PDT)",QIuwwD549c9MgCccKdNDY/R0H9WX82FYUuDI+Ci6J9OZhfTOPb39pT7hSRq46ZwisreJoE8kAmRa6sWuakI9QQ==,,,RICHMOND,V7B1Y1,Vancouver International Airport,No,Richmond,Liquor Primary,"HOST INTERNATIONAL OF CANADA, LTD.",Icons Sports Bar,,
70d5f19f-4573-eb11-b81b-005056832755,"June 3, 2025 3:16 PM (PDT)",m9oQfPSPOPigfhbYje3JmGwAxaA/0S1xxzQ7cWy5CI5q96EJV9yYv9KiscsOxs1VAgor7vFNITZmNGz78ylzng==,,,RICHMOND,V7B1Y1,"Vancouver International Airport, ITB",No,Richmond,Liquor Primary,LS Travel Retail North America Inc,Vino Volo (170766),,
de7cd2c1-9673-eb11-b81b-005056832174,"February 23, 2025 4:37 PM (PST)",qa4b0ZRgi6Qex45XVbG1buJrDBZj0g2zk6ArpE46apFW64F2918j+mzBknD4Fe4yCVPXxtginxe0THHIxQwyCg==,,,RICHMOND,V6X1A3,7551 WESTMINSTER HWY,No,Richmond,Liquor Primary,Richmond Inn Hotel Ltd.,Harold's Bistro & Bar (164307),,
20cef19f-4573-eb11-b81b-005056832755,"February 27, 2025 6:45 PM (PST)",Ralu5ThoscdlsKNTt+0rCVV25QtSX8EO3U/uDSbdk0WeNFReI0/WeHIyMxd3Zh+WK6mAQMSk7hlnd3ehWrPXLQ==,,,RICHMOND,V6X1S1,9260 Bridgeport Rd,No,Richmond,Liquor Primary,NCHR & TG MANAGEMENT LTD.,Happy Hong Kong Restaurant & Bar,,
58caf19f-4573-eb11-b81b-005056832755,"December 31, 2024 8:00 PM (PST)",82UQhTDUrSs5QVH4asHCoZIl1VYYHVcgrqldO2fkM+BdaphJT3YoV0mF/W1o2/Xwg21sl4jhccdLvKX6cRiXsQ==,,,RICHMOND,V7B1W4,4760 Inglis Dr,No,Richmond,Liquor Primary,Tantalus Air Ltd.,Flying Beaver (167287),,
d2cdf19f-4573-eb11-b81b-005056832755,"May 29, 2025 3:35 PM (PDT)",ZiZlet11RCKzh6xUDXBM16c8sF66dKKk9VXRTX/r0F8lvz+4JXvwayTY3BdxW3iJ6uQ1k0wDeZ6PPmwHTMrhNg==,,,RICHMOND,V6W1C1,9911 SIDAWAY RD,No,Richmond,Liquor Primary,MYLORA SIDAWAY GOLF CLUB LTD.,MYLORA GOLF COURSE (037727),,
36d3f19f-4573-eb11-b81b-005056832755,"January 20, 2025 8:00 PM (PST)",pI5tD5r7nwMVcCLa772MVFReAs49GqrYkeRRAjtYPsjUZNaF7Rh+1YJOM5bWyW2lS+FohdQMeJSDAdxmfbkOpg==,,,RICHMOND,V7B1C7,3500 Cessna Drive,No,Richmond,Liquor Primary,IAG ENTERPRISES LTD.,Radisson Blu (042130),,
c8ccf19f-4573-eb11-b81b-005056832755,"April 17, 2025 5:05 PM (PDT)",c1bCrH0P2wDDtT0hn+ej2BeEJgSvq+bApJgOvpO9EjQpxHbfXN4HQt8atMwUJ4XDBbsc9F1kB2bL8LZfjC4Lrg==,,,RICHMOND,V7B1Y7,"Room 3417, Level 3 International Departures  ",No,Richmond,Liquor Primary,SSP Canada Food Services Inc.,Lift Bar & Grill (043039),,
44c8f19f-4573-eb11-b81b-005056832755,"March 3, 2025 6:37 PM (PST)",RZHluAYlaMr3Do51IZWJH8Noh2FoWfPg6Dr75qfMQlbI0Cy3BYEScrp4vT8Ymbw3gCueM18cYw5jpCAmky9xZQ==,,,RICHMOND,V6Y1K4,9031 Blundell Road,No,Richmond,Liquor Primary,0972840 B.C. LTD.,Legends Pub (033298),,
d6caf19f-4573-eb11-b81b-005056832755,"May 29, 2025 3:41 PM (PDT)",URY4JB43S0ovCCzWpZ9Ek6VMVVvcM95trHFpMFO/BhM4a17AGVxYZ9CmipLvJkPaRRO4btDsDqSiKB/z85+v/w==,,,RICHMOND,V7E2K5,5031 Steveston Highway,No,Richmond,Liquor Primary,Kincora Holdings Ltd.,O'HARE'S PUB (034134),,
50c9f19f-4573-eb11-b81b-005056832755,"May 29, 2025 3:38 PM (PDT)",+cwRTuBSpzlallFXQpKxTeXFadUf4i9Vh6ilpanB8Mr+fe0oKDAoFn1J52BE7vyF0jpNyqu9JeC3TFfc6VWKug==,,,RICHMOND,V7A1W6,200 - 10111  No. 3 Rd,No,Richmond,Liquor Primary,0966717 B.C. LTD.,Pioneers Pub (030591),,
e34bdabb-9673-eb11-b81b-005056832174,"October 7, 2024 10:00 PM (PDT)",E0FIhuAtvTPZEvxakbcMMATmWU7fro/zpC80+9a8FpqCLsOKKxR/WNiKyJEQXZTYiXj8iJxSV6CxJcsgYR4EBA==,,,RICHMOND,V7E1S9,105 - 11900 No. 1 Road,No,Richmond,Liquor Primary Club,"ARMY, NAVY AND AIR FORCE VETERANS IN CANADA - STEVESTON UNIT #284","ARMY, NAVY & AIR FORCE VETERANS IN CANADA, #284 (029737)",,
5a7dd2c1-9673-eb11-b81b-005056832174,"April 16, 2025 6:34 PM (PDT)",4a0rna1eTw5pJSbdNtc4UxpE1l5YTh1wNObVBGPu4KQU8hkzbfMsj5gUGciUO6ba+/SqyIUvx0tCQzmg1uYukw==,,,RICHMOND,V7B1V1,"B3307, Gate C29, Level 3, Domestic Terminal 3211 GRANT MCCONACHIE WAY",No,Richmond,Liquor Primary,AIR CANADA,MAPLE LEAF LOUNGE (DTB) 'C' FINGER (028534),,
f8caf19f-4573-eb11-b81b-005056832755,"March 22, 2025 5:30 PM (PDT)",EtHxv5fn+4CMUgDswKvaeRbHi2W4jT43NC9n+fRuun+tPH+sMUuNRumKif8o4VYNr6A4uBlUQhigV6fOBHifZA==,,,RICHMOND,V7C1C3,5851 WESTMINSTER HWY,No,Richmond,Liquor Primary Club,Austria Vancouver Club,AUSTRIA VANCOUVER CLUB (017339),,
f2d1f19f-4573-eb11-b81b-005056832755,"May 13, 2025 6:03 PM (PDT)",myrmsiij/F2+Um1h0Mj1AHzjP60PlMyf2WmP5M3UsVusntObJbgOVfhssLb5eF8va/R/TKS3N2fwTDMssVICtQ==,,,RICHMOND,V7B0A4,"3612.04 - 3211 Grant McConachie Way Gate B13, Pier A, Domestic Terminal",No,Richmond,Liquor Primary,"HOST INTERNATIONAL OF CANADA, LTD.",Hanger 49 Tap & Tavern,,
b8d4f19f-4573-eb11-b81b-005056832755,"May 7, 2025 9:02 PM (PDT)",F1WZC3EqfufzpiqsZ7DqF/A0Dq8vUuvwjJzbjfPHM3fyI0d7fVAoO3YVd0YB2x7s5oTv6M8vMPhC0zhu0+Qv+A==,,,RICHMOND,V7E3K1,120 - 12111 3RD AVE,No,Richmond,Liquor Primary,525 W. Georgia Street Ltd.,The Buck & Ear (007048),,
414bdabb-9673-eb11-b81b-005056832174,"April 29, 2025 2:53 AM (PDT)",kWTMVeJuqzhyTG/UZ1qM2ItTbzbAH4Iu378ehLFY4AEnuEzBkIxxMzOjeFNxBnFepD6WAHSf6i/yn0ou9aykAA==,,,RIVERS INLET,V0T1B0,"Hakai Pass, Hakai Recreational Area",No,Central Coast Regional District,Liquor Primary,1158426 B.C. LTD.,Finn Bay Lodge (301461),,
74c9f19f-4573-eb11-b81b-005056832755,"May 8, 2025 10:21 PM (PDT)",l1zjwm4TXuBWbiuG89lS0EKe2PqoEWlr5NU/2I+y2XyDxRRPszJ1XM1W0TTiF5J53OXJh5GPRiBa0nbGB+/f6w==,,,RIONDEL,V0B2B0,319 FOWLER ST,No,Central Kootenay Regional District,Liquor Primary,Coldstream Lakeside Campground Ltd.,Full Throttle pub and grill,,
7ecff19f-4573-eb11-b81b-005056832755,"May 8, 2025 3:14 PM (PDT)",/Jq2yPpn58cjstCYq0H3MIuFZVUeP/iYPRlhH4crGDIX9iEUOjEwD1gnBx+5kxc9gp04up7tiUz+h9IMjI/R3w==,,,RIVERS INLET,V0T1B0,Hakai Pass,No,Central Coast Regional District,Liquor Primary,JOE'S SALMON LODGE ENTERPRISES LTD.,Joe's Salmon Lodge (301463),,
e4cef19f-4573-eb11-b81b-005056832755,"April 8, 2025 8:42 PM (PDT)",iEistRTWLhUXhgYaTlxX+y9VQFP1SLYI5X8wFglsj/81t52EqIhiFgNvmK7U2Z60/txvRjq9ptXGoybVycqtfw==,,,ROCK CREEK,V0H1Y0,1620 Hwy 33,No,Regional District of Kootenay Boundary,Liquor Primary,1266701 B.C. LTD.,Prospector Pub (307493),,
ec7cd2c1-9673-eb11-b81b-005056832174,"March 11, 2025 4:45 AM (PDT)",7bHaYouSxUWuPKtDEkGjCBkI1wIIa+brvgix2D8fY7toO5a9X9GewSsO1APR6H7KBwaJJcWoH/RCfcpq0+6qHg==,,,ROBERTS CREEK,V0N2W2,3064 Lower Road,No,Sunshine Coast Regional District,Liquor Primary Club,R.C.L. # 219,"ROYAL CANADIAN LEGION, BRANCH NO. 219 (062439)",,
76c9f19f-4573-eb11-b81b-005056832755,"November 5, 2024 6:00 PM (PST)",ZbIsonGwdiZOylFZLERSTfUPtmDUenmfHDy6p6OR1GVeEJh0dDuuFuq5bMbFzl7eU6FJ27yNcrpQVO6FgJsH/w==,,,ROBSON,V0G1X0,2629 Broadwater Rd,No,Central Kootenay Regional District,Liquor Primary,1031610 B.C. Ltd.,Lion's Head Smoke & Brew Pub (The) (117435),,
894bdabb-9673-eb11-b81b-005056832174,"May 21, 2025 6:31 PM (PDT)",PMK2e+2cfbTM5DiY+eyoZavHpmq7yz2OSNn0co81gJk8yj+2BJpJv3DjHlzYcOCm7o/PxbQ+KeXOfTMqm/l1EQ==,,,ROSSLAND,V0G1Y0,#1 Rock Cut Road - Red Mountain PO Box 569,No,Rossland,Liquor Primary,ROCK CUT NEIGHBORHOOD PUB (2006) LTD.,Rock Cut Neighborhood Pub (185437),,
d0d92bf2-c2d7-ec11-b832-005056838fcd,"July 4, 2024 6:00 PM (PDT)",+cK+v7AJKDfWmbGkcpXnV7Fv7jO6fkVbIXSfk8ClVFa+mrGyla8WAUoBJZYKmeIVDclIOa6Y9bytSwvV9qx+dw==,,,ROSSLAND,V0G1Y0,1-4300 Red Mountain Rd,No,Rossland,Liquor Primary,RMR Hospitality Inc.,The Constella,,
17059d92-2aab-ee11-b847-005056836bf0,"May 21, 2025 6:35 PM (PDT)",LTYJoImJsSRBCjX3uz4sRRE3P3Cf31fiIb1hFMHQqjJ9nTn8hqtQj7ozSoe57lv3UXrmLdwtg/xlI3+xRmLZXw==,,,ROSSLAND,V0G1Y0,2024 Columbia Ave,No,Rossland,Liquor Primary,1420618 B.C. LTD.,B&T's Hard Knock Cafe,,
02ccf19f-4573-eb11-b81b-005056832755,"April 23, 2025 6:24 PM (PDT)",X1ZWuJnFExUAqS8kDBTMBb1/fMzPriIi8/8/88Lku713Ci9nobmHbCQ/yDfTNvMAx3V87SQH71Fz+JmbLcZJ6w==,,,ROSSLAND,V0G1Y0,1919 COLUMBIA AVE,No,Rossland,Liquor Primary,Huber Developments Ltd.,Gabriella's Restaurants,,
c6caf19f-4573-eb11-b81b-005056832755,"March 17, 2025 5:43 PM (PDT)",DlyeGCJfKU7zFZkIWv7LR+d5WPouqGdKTAIIzdWQYcssvnJTNXBvuGrJIXvZeVdbSfGLbJmiw9/mJ4vZAI7+1w==,,,ROSSLAND,V0G1Y0,2003 2nd Avenue,No,Rossland,Liquor Primary,FLYING STEAMSHOVEL INCORPORATED,Flying Steamshovel Inn (024744),,
1ad1f19f-4573-eb11-b81b-005056832755,"June 2, 2025 7:47 PM (PDT)",WS3Rz7/MWZirX+1BdB2BE4bBhKVtJro8I5GndLTw7MneIpCftN0flOxt15sAvrGkEO12QRbl2a6YXtcC4OvNKw==,,,ROSSLAND,V0G1Y0,4300 Red Mountain Road,No,Rossland,Liquor Primary,RMR Acquisition Corp.,"Rafter's Lounge, Cafeteria & Sundeck (031133)",,
38cff19f-4573-eb11-b81b-005056832755,"May 28, 2025 5:55 PM (PDT)",YdaOu7TS47apvnDvdEVrD2CAElyMEwukIoRwil9EkF2uRpWwNTttlQo+K7zVmhoch8TAEsu7VgvvHZwqG7KJLg==,,,SAANICH,V8P4H5,3810 SHELBOURNE ST,No,Saanich,Liquor Primary,SHELBOURNE INVESTMENT CORPORATION,MAUDE HUNTERS (110100),,
84c8f19f-4573-eb11-b81b-005056832755,"June 2, 2025 3:06 AM (PDT)",Idz0gDjMR2owix98kyUWtBAqEWNFW40ydruNO5M2dU3vFnykUSw2FJozkocZGP8WIdqYv4g5fVWne/ttHJs53g==,,,ROYSTON,V0R2V0,4000 Island Hwy,No,Comox Valley Regional District,Liquor Primary,1007820 B.C. Ltd.,Roy's Towne Pub (301060),,
cbb95fe7-9173-eb11-b81b-005056832174,"May 26, 2025 12:22 AM (PDT)",kEIENqbpjSkRydGd4jof16juvH9ZydU66zIgM1rgTGMXDOAy1IcnydzmEH1+FBl3v5R1VX8QgIeodct4ToJzlA==,,,SAANICHTON,V8M2B3,7806 E  SAANICH RD,No,Central Saanich,Liquor Primary,Prairie Properties Ltd.,PRAIRIE INN (032273),,
dd4bdabb-9673-eb11-b81b-005056832174,"May 21, 2025 7:32 PM (PDT)",dlnCs5WPfPeisjZgUDK2we83uENN/n+hs1tDYQZwiy2QBfc6Gfu1bnRn+VS9MfeMV4P+3mNTyQD5AnIG8msvBA==,,,SALMO,V0G1Z0,101 4th Street,No,Salmo,Liquor Primary,JMM SALMO VENTURES LTD.,Salmo Hotel Bar & Grill,,
facbf19f-4573-eb11-b81b-005056832755,"April 16, 2025 12:24 AM (PDT)",WizIEJwX6ENSEOHo2TiVYJvn6TN2nA46XRfn3wJg25RQFm4Q2tVJFd6ZydOCAVJ9GHZD54rtYBXIJaiTfyh1dw==,,,SALMO,V0G1Z0,1346 AIRPORT ROAD,No,Central Kootenay Regional District,Liquor Primary Club,SALMO DISTRICT GOLF CLUB,SALMO DISTRICT GOLF CLUB (025837),,
64d1f19f-4573-eb11-b81b-005056832755,"April 7, 2025 7:30 PM (PDT)",BJuJZE5mMPtA8SXzHOVjVgYapPP31hveSS71U0Ui21oCqga+bv2Ofa9NZ0ITnufDsWbZ76IYZ7Hoe3kk1ZmXbg==,,,SALMO,V0G1Z0,303 4th St PO Box 288,No,Salmo,Liquor Primary Club,"Royal Canadian Legion, Branch No. 217","ROYAL CANADIAN LEGION, BRANCH NO. 217 (179575)",,
191d79e7-572f-ef11-b84c-005056836bf0,"April 7, 2025 6:43 PM (PDT)",8wcA2EogNEP6PKcjV6dtJXecsFqpPe9iinaTPawKjH1DmZQ3S0aFckBBU3psQ7gHEvmFokdelBIh7biIctnTSw==,,,Salmon Arm,V1E1W3,103-310 Hudson Ave NE,No,Salmon Arm,Liquor Primary,Ricochet Brewing Corporation,Ricochet Brewing Taphouse,,
08d7f19f-4573-eb11-b81b-005056832755,"December 5, 2024 5:07 AM (PST)",k2dkaVLodU04aQh7V5w6XhWoRhH15V2j3mDYZ6MO6csx6/7ghx3zPlqzjFOCM5mvnP7H4o/2Eyr6pzfttGtP9g==,,,Salmon Arm,V1E3L1,3690 30th Street N.E.,No,Salmon Arm,Liquor Primary,BENEVOLENT PROTECTIVE ORDER OF ELKS 455,Salmon Arm Elks Community Hall (307639),,
66d2f19f-4573-eb11-b81b-005056832755,"June 3, 2025 5:38 AM (PDT)",owsGPU1MvUnQaPFIQMB1NanpuaaEMRxzk0995yIni/6X+ZuUksaaFI6HSVSzs/d8UrxMbBmTPhke4IWPb5Dg1w==,,,Salmon Arm,V1E1E4,995 Lakeshore Dr SW,No,Salmon Arm,Liquor Primary,THE HIDEAWAY PUB LTD.,Crown ?N Anchor Public House & Grill,,
beccf19f-4573-eb11-b81b-005056832755,"June 3, 2025 3:42 AM (PDT)",s929DsT8UnMRw+HW6X9nwMvWh2hchiMNuGAZ+8m0rsGtXHpUH8WknXe7TBZ+2OSTUS9C6S1WnVTGkAr3ssrwuA==,,,Salmon Arm,V1E2S3,2950 11th Avenue Northeast,No,Salmon Arm,Liquor Primary,Setters Neighbourhood Pub Ltd.,SETTERS NEIGHBOURHOOD PUB (143596),,
